,text,mbti
844,실명이 다 나와 있구나,enfp
845,자 다 돌아가면서 받으세요 여기,estp
846,자 여기 이거 이거 자기 거 받는 거 아니잖아,estp
849,저랑 바꾸시..죠,intp
853,아니 이거 진짜~ 처음에 이렇게 돌리면서 했어야 돼,istp
854,아유 잘했다 숙제 끝~ 해 봐,entj
860,상 궁금하다 MBTI상,estp
861,아직도 1억이라 생각하세요?,estj
862,아니 500만 원,istp
863,줄었어 너무 확 준 거 아니에요?,estj
867,여러분 투표 결과 나왔습니다~ 앞에 있어요 게시판 들고 올 수가 없는데 들고 올까?,estj
868,아 나 비호가 또 늘었어? 아니 얘들아 왜 비호를 주는 거야 진짜,entj
869,이거 나와봐요 여기 이것도 있어요 읽어볼게요,estj
872,공동 우승 같은데요?,estj
873,공동 우승이야 공동 우승,entj
875,어디로 가야 된다고 지금? 들어가면 돼? ,enfp
876,14시 50분까지 E 방으로 오시면 됩니다 들어가서 얘기하시죠,estj
877,얘들아 들어가자,estp
878,이거 내가 들고 갈게 들고 갈게요 들고 갈게요 가시죠 왜? 아쉬워요? 500만 원 못 받아서?,estj
879, 축하해 축하해,entj
880,까비 까비 아 몇 개만 더 받았어도 우승인데,istp
881,우와 형 됐어 될 줄 알았어,estp
882,야쓰! 이야쓰!,entj
883,나 왜? 나 왜? 내가 왜? 내가 왜? 왜? 왜지?,infp
885,왜 왜일까? 내가 왜?,infp
890,나 아무것도 한 게 없는데,infp
892,형 비호가 늘어났어요,istp
893,어 희한하더라고,entj
894,비호 왜 늘어났지? 어제?,estp
895,그리고 불편했던 분은 ENTJ님 어젯밤에,isfj
896,저 잘려고 하는데 밖에서 술을 너무 오래 드셔가지구 조금.. 시끄러웠어요,isfj
897,드머 아닐까 생각을 하고 있어 나는,entj
899,나는 드머라고 생각을 하고 있어 ㅋㅋ,entj
900,난 진짜 한 게 아무것도 없는데,infp
901,왜 아무것도 없어,esfj
902,진짜 아무것도 없어,infp
903,왜 아무것도 없어,esfj
904,진짜 아무것도 없는데… 진짜 다 죄송한 거밖에 없는데,infp
905,언니가 얼마나 좋은 사람인데,esfj
907,즙 나올.. 나 즙 나오면 안 된다고~,esfj
908,나 오늘은 즙 나오면 안 된다고,esfj
909,아...이 잠시만요,infp
911,나 또 즙 나왔잖아,esfj
912,감사해서 울었어?,enfp
913,감사한... 감사한데 뭔가 아무것도 한 것도 없고..,infp
914,뭘 한 게 없어~ ,enfp
915,뭔가... 죄송하고,infp
916,뭐가 죄송해? ,esfj
917,왜 죄송해ㅋㅋ 어떤 포인트가 죄송한 거야,enfp
919, 왜 죄송했어?,enfp
922,막 잘 도움도 안 된 것 같고 막 민폐만 끼친 것 같다가 갑자기 팡 해서,infp
923,아니야 투표의 기준은 도움이 잘 됐다 이런 게 아니라 뭔가 뭐 반전 매력도 당연히 있을 수도 있고,enfp
924,있을 수도 있는 거야,esfj
925,그치~ 어 안 그런 줄 알았는데 그랬네? 아니면은,enfp
926,강한 임팩트인 확률이 높아,esfj
927,아니면 뭐 좀 변했네~ 가 될 수도 있고 나가서 감사합니다~ 하면 되지,enfp
929,쵸단이 잘했어~,entj
931,1등 할 줄 알았어,estp
932,나도 첫날부터 보자마자,istp
933,첫날부터 딱 알았어 아 얘 1등이다,estp
934,얘 1억의 주인공이 되겠다,istp
936,1억의 주인공이래ㅋㅋ,enfp
943,전진 앞으로~ 가! 하나! 둘! ,estj
944,왼발! 왼발! 왼발!,infp
946,"하나, 둘, 셋, 넷 하나, 둘, 셋, 넷",entj
949,발 바꿔~가! 안녕하세요 안녕하십니까~,entj
950,안녕하십니까~ 안녕하세요,entj
952,올해 안에? 올해 안에요?,enfp
953,올해 안에 하려고 했던 것들 일단 하려고 한 게 없어요,enfp
954,내년에 하면 되잖아요 그래서 뭔가 그런 계획이 진짜 없는 것 같아,enfp
955,다이어트 정도랄까요 사실 지금 10년 넘게 하고 있는 것 같은데,enfp
956,제가 행복한 게 제일이죠,enfp
957,내년에는 내년에는,infp
958,내년에는 3대 300,infp
959,제가 해외에 여행을 다녀본 적이 없어서,infj
960,그냥 개인 자유여행으로 핀란드를 한 번 가보고 싶다 그 군대에 있을 때 핀란드를,infj
961,의장행사 때문에 갔었는데 기분이 안 좋다가도 공기를 마시면 기분이 좋아지더라고요 그 정도로 막 깨끗하고,infj
962,화창하고 백야도 펼쳐져 있고 밤에 그런게 너무 좋았던 추억으로 남아있어서 꼭 한 번 가보고 싶습니다 ,infj
963,제작비가 보장될 수 있을 만큼의 수익을 벌어서,entj
964,그거를 사람들이랑 병맛으로 하고 싶은 게 너무 많거든요 그러니까,entj
965,막 해보고 싶은 콘텐츠들이 너무 많은데 제가 100만 원을 못 버니까 그걸 못하는 거예요,entj
966,내년의 행보는 뭐가 됐던간에 제가 생각한 기획들과 창의적인 생각들을 표현할 수 있을 만큼의,entj
967,뭔가 위치가 올라갔으면 좋겠다는 게 우선 저의 목표이고 그걸 위해서 부단히 노력을 계속할 거라고 생각해요 ,entj
968,내년에 목표는 제가 원래 이제 주기적으로 공연을 했었어요,istp
969,제가 EDM을 하고 있고 DJ도 했어가지고 내년에 공연을 다시 한번 꼭 하고 싶고요,istp
970,더 능력있는 사람이 되자. 더 능력있고 더 멋있고 더 강하고 센스있고 매력덩어리가 되자 ,esfj
972,저는 다른 나라 가서 가이드를 한 번 해보고 싶어요,isfp
973,처음으로 해외여행 갔는데 그 나라가 너무 좋았던 거예요,isfp
974,어디였지? 어 부다페스트 네 맞아요 부다페스트,isfp
975,애기 낳아보고 싶어요,isfj
976,아이를 키우는 행복이 얼마나 클지 궁금해요 제가 강아지 키우는데,isfj
977,너무너무 예뻐가지고 이렇게 이쁠 수가 있을까? 싶을 만큼 너무 이쁘거든요? 그리고,isfj
978,정말 아무리 짜증나는 일이 있어도 얘를 보면 다 풀려요 근데 엄마한테 말하니까 엄마가,isfj
979,애 낳으면 그거의 100배로 행복하다고 그래가지고 궁금해요 얼마나 이것보다 이쁠 수가 있나?,isfj
980,버킷리스트? 제가 버킷리스트가 다 있어요 근데 그게 결국엔 뻔해요,intp
981,내가 좋아하는 만화 속의 캐릭터를 다 만드는건데 진짜 말도 안되게 잠자기 전에도 그걸 생각해요,intp
982,언젠가 이거는 꼭 만들고 싶다 자기 전에 그걸 생각해야 잠이 와요 그리고 다 짜져있어요,intp
983,몇 년 안에 이걸 만들고 몇 년 뒤엔 꼭 이걸 만들어야지 근데 저는 만들기에만 꽂힌 사람이라서,intp
984,그 버킷리스트가 전부 만들기에요 언젠가 죽기 전엔 이걸 만들고 한 80살 전까지는 꼭 이거 만들고,intp
985,그래서 저는 전부 다 만들기 버킷리스트 밖에 없어요,intp
986,제가 노을 보는 거를 되게 좋아하거든요 ,entp
987,그래서 집을 나중에 구해도 꼭 서향 집을 구하고 싶었어요 근데 그게 한번 그 시그니엘,entp
988,그 잠실에 있는 큰 빌딩에 있는... 사는 분의 영상을 본 적이 있어요 유튜브에서,entp
989,근데 서울에서 제일 높은 곳에서 해가 떨어지는 마지막까지 볼 수 있는,entp
990,제일 높은 곳이잖아요 거기에 살아보고 싶더라고요,entp
991, 버킷리스트는 그냥 진짜,enfj
992,전 세계를 돌아다녀 보고 싶긴 해요 가서 또 부딪혀보고 싶은 것도 있고 근데 이제 또,enfj
993,나이가 들면 또 생각이 바뀌겠죠? 아직은 제가 좀 젊다라고 생각하고 있습니다,enfj
994, 그냥 전 제가 좋아하는 것만 하고 사는 게 버킷리스트에요 ,istj
995,물론 지금 하는 모델 일도 너무 좋아하고 사랑하는 직업이지만,istj
996,미래를 생각을 하면 다른 부분을 개발해야 돼가지고 근데,istj
997,저도 약간 성격이 제가 싫어하는 거 하려면은 억지로 못하는 타입이어서 무조건 내가 좋아하는 걸로 디벨롭 하자,istj
998,좋아하는 것들 중에서 찾아보려고 하는 중이에요,istj
999,사실 유럽여행을 계획했을 때,intj
1000,메인 테마가 축구였거든요 제가 축구를 좋아해서 경기장에 직접 가서,intj
1001,경기를 보는게 버킷리스트였는데 그게 이제 미뤄졌죠 1년 이상 미뤄지다보니까,intj
1002,이제 뭐 좋아하던 팀의 좋아하던 선수가 팀을 떠나거나 이런 게 이뤄지다 보니까,intj
1003,딱 그때 갔었어야 하는데 하는 아쉬움이 조금 있는 것 같아요,intj
1004,내년에는 또 유럽 일주하는 유튜버로 활동을 좀 해보고 싶어서 ,estp
1005,여행을 굉장히 많이 다녀왔었으니까 사람들한테 여행 계획 짜는 법,estp
1006,그 다음에 여행가서 팁들? 세계여행하는 유튜버,estp
1007,제 생일날 300명을 초대해서 파티해 보고 싶습니다 저는 공주 옷 입고,esfp
1008,다들 축하해 자림아 이렇게 해주고 선물 하나씩 주고 그런 파티파티 하고 싶습니다,esfp
1009,좀 해외여행 가는 거 제가 한번 미국 밖에 아직 안 가봐가지고,estj
1010,미국도 대회 때문에 갔었던 거라서 좀 해외여행을 자주 다니고 싶다는,estj
1011,달에 한 번? 이건 계획인데 잘 이뤄지면 좋을 것 같습니다,estj
1012,애기는....제가... 해 줄 수가 없는데…,entj
1013,저는... 아 네 제 걸 선택하겠습니다,entj
1014,저는 제가 스스로 이룰 수 있기 때문에 남의 거를 도와주고 싶습니다,infp
1015,그거는 좀 생각을 해보겠습니다,infp
1016,저도 조금만 더 생각해 보겠습니다,infj
1017,좀 더... 아쉬움이 남거든요 오늘 했던 4박 5일에 있었던 그 친구들과의 인연도,entj
1018,이게 가능성을 열어놓기 때문에 저는 제 선택을 한 것 같아요 기획물을 통해서 그 친구들을 또 만나보고 싶기 때문에,entj
1019,그래서 그냥 확고하게 그냥 어떤 대답이 와도 저는 이게 오히려 제가 선택한,entj
1020,저 다운 대답이었다고 생각합니다 또 한번 더 만들면 되니까요 그쵸?,entj
1021,근데 너희들 너희들 하고 싶은 거 해 내가 기획을 쟤네들 챙길 수 있는 걸로,entj
1022,하면 되니까 제가 원래 버킷리스트에 대한,entj
1023,기획도 생각을 했었는데 그게 살짝 예능 B급으로 해가지고 저렇게 진지하게 얘기하면,entj
1024,해외여행은 안보내주는데 보내준다 하고 몰카로 무조건 부곡 하와이나 이런데,entj
1025,네 그렇게 해가지고 그런데 저는 그런 식의 예능도 시도해 보고 싶었는데,entj
1026,그걸 디벨롭해서 네 그런식으로 하면 저는 애들까지 다 챙기고 한번 더...,entj
1027,저도 제 거를 하겠습니다 투표가 제가 저를 투표하는 게 아니라,infj
1028,남들이 저를 해준 거니까 이거를 보답을 해야 하나라고 먼저 생각을 했었는데,infj
1029,그래도 남들 입장에서도 어 네가 받았는데 그걸 왜 날 줘? 라는 생각이 또 들 수도 있고,infj
1030,그런 또 생각 때문에 제가 하는 게 맞는 것 같다고 생각을 들었습니다,infj
1031,저도 제 거 선택하도록...,infp
1033,고생하셨습니다!,entj
1035,고생하셨습니다 이제야 말을 할 수 있네요,entj
1036,나 연츄는 호감입니다 왜냐면!,isfj
1037,남들을 너무 신경 써서 조금 그렇긴 하지만,isfj
1038,그 마음이 고맙기 때문에,isfj
1041,어... 저 호감이죠,istp
1042,이유는 일단... 저는,istp
1043,뭐 제... 최대한 객관적으로 생각을 해보면은 저는 저는 그래도 호불호가 좀 갈리는 스타일인데 왜냐면,istp
1044,아까도 말씀드렸듯이 저도 어느 정도 누군가를 놀리는 그런 것도 있고,istp
1045,그리고 목소리 자체도 좀 신날 때는 목소리 크고 목소리가 좀 쨍쨍하니까,istp
1046,듣기 싫은 목소리일 수도 있고 이러는데 그리고 제가 장난을 좋아하고 진지한 걸 제가 못 참기 때문에,istp
1047,불호일 수도 있겠지만 제가! 제3자가 돼서 고른다면 저는 좋을 것 같아요,istp
1048,너무 좋아요 이유 더 얘기해야 될까요?,istp
1049,한 표만 던질 수 있는 거에요? 전 당연히 호감이죠,esfp
1050,아 이거 잘라주세요 아 저는 아 부끄러운데 왜냐하면 ESFP 님은,esfp
1051,이번... MBTI 인사이드라는 프로그램으로,esfp
1052,MBTI에 대한 편견을 깨신 것 같아서,esfp
1053,정말 큰 교훈을 얻어가신 것 같아서 그리고 그게 MBTI 인사이드가 주려는,esfp
1054,시사점인 거 같아서 그 시사점을 잘 받아간 분인 것 같아서,esfp
1055,호감으로 투표하겠습니다,esfp
1056,쥐작가에 대한 투표는 다른 사람들 입장에서 봤을 땐,intp
1057,빵점 내 입장에서 봤을 땐 백 점,intp
1058,뭐 다른 사람들이 나를 어떻게 생각하든 그거는 좀 중요하지 않다고 생각하고 결국엔 내가 진짜 진심으로,intp
1059,즐기고 재밌어 하는 것을 하면서 살다 보면은 그게...,intp
1060,인류라는 공동체의 입장에서 봤을 때도 좀 공헌을 하게 되는... 부분이 있을 거라고 생각하거든요,intp
1061,그래서 나는 진짜로 남을 생각하지 말고 진짜 내 재미를 추구할 때 인류의 발전에도 도움이 된다고,intp
1062,생각을 하기 때문에 다른 사람들 입장에서 봤을 때는 막 제가 막 어떤 모임이나 어떤 대화에도 참여하지 않으니까,intp
1063,재미없어 보일.. 수도 있는데 어쨌든 나만 재밌으면 된다 제 자신의 입장에서,intp
1064,백 점을 주도록 하겠습니다,intp
1065,ENTP 말고 금손영진이요?,entp
1066,나 금손영진은 호감이라고 생각합니다,entp
1067,왜냐하면 행복에 대해 정말 많이 생각하는 사람이고,entp
1068,내 주변에 있는 사람들까지 행복하게 해 줄 자신이 있기 때문이에요,entp
1069,어… 저라는 사람한테 스스로... 호감을 주는 이유는,entj
1070,내가 거울을 비춰서 날 바라봤을 때 그 모습을 적나라하게 그대로,entj
1071,필터 없이 순수하게 그대로 리플렉션 해줄 수 있는 사람이기 때문에,entj
1072,호감도를 주고 싶어요 여러분들의 잡티 하나까지도 그대로 보여줄 수 있을 정도로,entj
1073,저는 끊임없이 공부하고 탐구하고 그리고 여러 가지 경험들을 적립해가고 있는 사람이기 때문에,entj
1074,다른 그 인간 유형들 그 누구보다도 여러분들의 그대로 낯빛 그대로,entj
1075,과장 없고 포장 없이 그대로 보여줄 수 있는 사람이기 때문에 용기 있는 분들한테는,entj
1076,저는 굉장히 좋은 호감도를 줄 수 있는 사람이니까 용기를 가지고서 한번 와보세요,entj
1077,그러면 저는 여러분들한테 굉장히 좋은 거울이 될 수 있을 거라 생각합니다,entj
1078,아~ 아~ 비호감이요,istj
1079,비호감 물론 이제 멋있어 보이는 부분은,istj
1080,당연히 있을 수 있겠지만 남들이 보기에 뭐 자신감 넘치고 뭐 신념 뚜렷하고,istj
1081,자기 강단 있고 이런 거는 분명히 멋있어 보일 수 있지만 또...,istj
1082,어떻게 보면 그게 또 고집이 세 보일 수도 있고 자기... 주장이 너무 세다 라는 것처럼 느낄 수도 있고,istj
1083,상대방을 배려를 하거나 상대방이 느끼는 감정에 대해서,istj
1084,공감을 못해주는 부분이 너무 크다 보니까 그게 좀...,istj
1085,너무 큰... 저의 뭐 위크니스가 되지 않을까 그래서 비호감,istj
1086,이라고 생각을 해요,istj
1087,어 이우석.. 이라는 사람한테 호감도...를 주는 거는,estp
1088,10점 만점에 9점으로 주겠습니다 그 이유는 어 상당히.. 논리적이기도 하고,estp
1089,그리고 자신을 볼 때 정말 자존감도 굉장히 높은 편이고,estp
1090,그리고 무언가를 주장할 때 근거가 없이 주장하는 편은 아니고 사회생활을 할 때,estp
1091,다른 사람들이 무언가를 하면 도와주려고 하는 편이고 배려하는 편이고 그렇기 때문에 높은 점수를 주는데,estp
