,text,mbti,ie,ns,ft,pj
388,생각보다 저한테 좀 J... 가 있는 것 같더라고요 저는...,entp,e,n,t,p
389,J보다는 사실 부지런한 P인 거 같아요 그래서 뭔가 생산성 있는 걸 하고 싶어 하고,entp,e,n,t,p
390,오늘 마지막 날이잖아요 마지막 날이고 우리가 이제 함께할 시간이 얼마 남지 않았는데 추억을 쌓으려는 생각도 없이,entp,e,n,t,p
391,그렇게 그냥 쉬어 버리자 이것도 좋아해 버리니까 어 조금 속상해서 뭐라도 조금 같이 해보고 싶어서,entp,e,n,t,p
392,이렇게 했던 것 같아요 그냥 추억 쌓고 싶어서 이 시간이 너무... 생산적이지 않게 흘러가는 게,entp,e,n,t,p
393,너무 속상해서 저는... 사실 생각하는 게 ESTP하고 I .. ESTP 하고,entp,e,n,t,p
394,되게 맞는다는 걸 제가 많이 느꼈거든요 그런 자존감 부분이나 이런 게? 근데,entp,e,n,t,p
395,제가... 이렇게 조금 고민이 많은 모습을... 이렇게 비치기도 했지만,entp,e,n,t,p
396,그게 자존감이 무너졌다거나 그게 아니라 정말 저는 이번 4박 5일 동안,entp,e,n,t,p
397,제 인생의 한 챕터를 진짜 딱 끝낸 기분이었어요 1챕터를 끝내고,entp,e,n,t,p
398,계속 이제... 1년 동안 힘들어하다가 진짜 두 번째 챕터를,entp,e,n,t,p
399,어제 찾았거든요 너무 힐링이었어요 진짜 정말 힐링이었어요,entp,e,n,t,p
400,10년 전... 17살,entp,e,n,t,p
401,10년 전으로 돌아가면 그때의 본인한테 어떤 얘기를 해주고 싶어요?,entp,e,n,t,p
402,아.. 6학년?,isfp,i,s,f,p
403,와 제가 이 질문을 받게 될 줄은 몰랐어요,entp,e,n,t,p
404,열일곱 살인데 딱 고등학교 들어가가지고,entp,e,n,t,p
405,그때 첫 번째 챕터가 시작된 그때였던 것 같아요,entp,e,n,t,p
406,10년 전의 나한테?,entp,e,n,t,p
408,그냥 잘하고 있어 할 것 같아요 잘하고 있어 하고 싶은 거 하고,entp,e,n,t,p
409,응 잘하고 있어 그대로만 해 이럴 거 같아요,entp,e,n,t,p
410,언니 언니도 여섯 시에 잤어요? ,esfj,e,s,f,j
414,끝난 건 여섯 시라면서요,esfj,e,s,f,j
415,끝난 건 여섯 시고 올라가서 예준 언니랑 얘기 엄청 많이 하고,entp,e,n,t,p
417,ISTP 님? 저기요?,intp,i,n,t,p
419,왔어 일타강사 ,entj,e,n,t,j
421,아니 11시까지라고 해서 11시까지 왔는데 왜.. 안 하는 거지? ,estp,e,s,t,p
422,어 잘 한 거야,enfj,e,n,f,j
424,오시겠지 모르겠다 한 명이 안 왔잖아. 아니네.,enfj,e,n,f,j
425,다시 올라갈까? ,estp,e,s,t,p
426, 아 두 명이 안 왔구나,enfj,e,n,f,j
427,만약에 친구 10명이서 아니 아니 다섯 명이 단체로 만나 근데 너가 제일 먼저 도착했어,enfj,e,n,f,j
428,어 그럴 일이 없어,estp,e,s,t,p
429,아... 절대?,enfj,e,n,f,j
430,절대 없어. 근데 만약에 그랬다 치자,estp,e,s,t,p
431,어 거기 5명 다 늦게 오는 타입이야 근데 너가 다른 사람이 늦게 오는 걸 알고,enfj,e,n,f,j
432,너도 그냥 조금 늦게 나갔는데 네가 더 먼저 도착한 거야 그때 어떻게 해?,enfj,e,n,f,j
435,야 어디야? 왜 안 와?,estp,e,s,t,p
436,응 가고 있어~ 했어,enfj,e,n,f,j
438,한 30분 정도 더 걸릴 거 같아,enfj,e,n,f,j
439,미X 놈이네? 미리 애기해야지 미X 놈아,estp,e,s,t,p
440,너도 얘기 안 한대매 10분 전에 얘기한대매,enfj,e,n,f,j
441,어 나도 늦게 얘기해,estp,e,s,t,p
442,앞 뒤가 1도 안 맞어,enfj,e,n,f,j
444,아니ㅋㅋ 언니 보셨어요?,isfp,i,s,f,p
446,아니 지금 일로 와 보세요 저분 저거 쓰고 인형 만들고 있어요,isfp,i,s,f,p
448,진짜 진짜 대박이야 진짜,isfp,i,s,f,p
450,아침에 하나 만들었어요,intp,i,n,t,p
451,우와 너무 귀여워요,isfj,i,s,f,j
453,네. 저 방 분들한테 선물도 해.. 주셨던데 ,isfj,i,s,f,j
454,아~ 네 갖고 싶어 하는 분들한테,intp,i,n,t,p
455, 저도 갖고 싶어요,isfj,i,s,f,j
456,하나 드릴까요?,intp,i,n,t,p
459,아 진짜요? 이거요?,isfj,i,s,f,j
463,어 여기에요?ㅋㅋ 오 대박 눈 보여요,isfj,i,s,f,j
464,눈 마주치고 있는데,intp,i,n,t,p
465, 눈 막 크게도 되고 작게도 되고 그래요?,isfj,i,s,f,j
466,엄청 크게...할라면 하긴 할 수 있죠,intp,i,n,t,p
467,엄청 작게 해서 미간 넓게도 만들 수 있어요?,isfj,i,s,f,j
468,아 눈을 더 벌어지게 해달라? 눈을 한 여기 달아달라고? 약간 눈이... ,intp,i,n,t,p
469,어 저 미간 넓은 메타몽으로 해 주시면 안 돼요? ,isfj,i,s,f,j
470,아 한번 해볼까요?,intp,i,n,t,p
471, 저 미간이 넓어서 미간 넓은 거 좋아해요,isfj,i,s,f,j
472,자신과 닮은 메타몽을 만들고 싶다?,intp,i,n,t,p
474,한번 도전해 볼게요,intp,i,n,t,p
476,본인이 기다리게 하시는 건요?,estj,e,s,t,j
478,네 형이 기다리게 하시는 거,estj,e,s,t,j
479,아 나는 근데 30분 늦지는 않아,estp,e,s,t,p
480,그렇지는 않겠죠,estj,e,s,t,j
481,한 번도 없어 그런 경우가?,entj,e,n,t,j
482,있지. 아이 근데 그건 미리 얘기를 하지,estp,e,s,t,p
483,경험에 의거한 거 아니었어?,estj,e,s,t,j
484,아 몇 분 전에 얘기해?,enfj,e,n,f,j
485,한 10분 전?,estp,e,s,t,p
486,그러니까 20분을 일단은 날로 나가는 거잖아요,enfj,e,n,f,j
488,아니 나는 항상 먼저 가 있는 주의니까,enfj,e,n,f,j
489,전혀 이해 안 가네 뭔가... 뭔가 당연시 되는 그런 말이 그러면 늦었을 때 그 느낌이 아무렇지 않아?,enfj,e,n,f,j
490,내가 늦었을 때?,estp,e,s,t,p
491,아니 그러니까 그 늦는 순간에. 응. 진짜 아무것도 없어? 어 같이 먹을래요? 어? 좋아요 ,enfj,e,n,f,j
495,그렇게 같이요?,isfj,i,s,f,j
496,왜요? 더러워요?,isfp,i,s,f,p
497,아니 좋아요 좋아요 아니요 아니요ㅋㅋ,intj,i,n,t,j
498,아 혹시 같이 먹는 거 안 좋아해요?,isfp,i,s,f,p
501,숟가락이 없어서…,intj,i,n,t,j
504,맛있죠? 맛있죠?,isfp,i,s,f,p
505,근데 오늘 뭐 할 거 같으세요?,infj,i,n,f,j
508,정리 6시까지 한다고요?,isfj,i,s,f,j
509, 아~ 콘텐츠도 뽑고 정리도 하고,intp,i,n,t,p
510,너무 오래 정리하는거 아냐?,isfj,i,s,f,j
511, 아 어떻게 정리하나?,infj,i,n,f,j
513,아니 나 정리할 거 너무 많아,isfp,i,s,f,p
514,내놓은 자식ㅋㅋ,esfj,e,s,f,j
515,알아서 잘 살.. 잘 살.. 잘 살 자식,entj,e,n,t,j
517,첫 번째 미션 최후의 만찬. 냉장고에 있는 모든 식재료를 이용해서 12시반까지,estp,e,s,t,p
518,최후의 만찬을 드세요,intj,i,n,t,j
519,이거 다 써야 된다고?,intp,i,n,t,p
520, 모든 식재료?,intj,i,n,t,j
521, 계란... 계란 엄청 먹어야겠다,intp,i,n,t,p
523,계란이랑 사과랑 뭐 이런 거 다 써야 되나?,intp,i,n,t,p
524,근데 뭘 만들면 되지,isfj,i,s,f,j
526,소시지랑 새싹 사과,intp,i,n,t,p
527,계란에 소시지면은,infp,i,n,f,p
528,커피 이런 걸 다 섞어서 만들 수 있는 음식이 있나?,intp,i,n,t,p
529, 빨래 해주고 갈 거야? 수건 정도는?,entj,e,n,t,j
530,수건? 오케이!,enfj,e,n,f,j
531,요 위에 있는 것만 걷어서 ,entj,e,n,t,j
534,환기 좀 시키겠습니당~,estj,e,s,t,j
536,수건 돌리러 가게,enfj,e,n,f,j
539,싫어 너무 싫어,enfp,e,n,f,p
541,조금만 이따 하자 진짜,estp,e,s,t,p
542,아니야 지금 시간이 없어,enfj,e,n,f,j
544,시간이 없어 같이 해,enfj,e,n,f,j
545,아이 지 입으로 소리 내,enfj,e,n,f,j
548,어 수건들만 하면 돼,enfj,e,n,f,j
549,돌릴 거 있어?,estp,e,s,t,p
550,나는 뭐 가져가면 된다고 생각해가지고,enfj,e,n,f,j
551,수건만... 아이 야 각방 들렀다 가야지 이 씨 뭐 하는 거야,enfj,e,n,f,j
552,아니 재미.. 재밌는 생각을 갖고 있네,enfj,e,n,f,j
553,아 내 거 하라는 줄 알았네,estp,e,s,t,p
554,야 충격이다 그렇게 생각하는 게,enfj,e,n,f,j
555,내 거 챙겨준 줄 알았어 난 세탁기 세팅하고 있을게,estp,e,s,t,p
556, 아니.. 세팅할 게 뭐가 있냐고,enfj,e,n,f,j
557,세탁기를 왜 세팅을 해ㅋㅋ 미치겠다 진짜,esfj,e,s,f,j
558,물 조절 장인 나와주세요,infp,i,n,f,p
559,물 조절?  아~ 내가 또 물 조절 장인이지,intp,i,n,t,p
560,저 진밥 좋아해서 아무도 절 좋아하지 않아요,infp,i,n,f,p
563,진밥 좋아해요 언니?,isfp,i,s,f,p
567,진밥 좋아하는데 아무 말도 못 하고 있었어요,isfj,i,s,f,j
569,너무 질고 질어서 죽 된 밥 좋아해요,isfp,i,s,f,p
571,저 꼬들밥 먹으면 소화 안 돼요,infp,i,n,f,p
572,저도요 저 그래서 소화가 안 돼서 화장실 못 가잖아요,isfj,i,s,f,j
573,그럼 뭐 오늘은 진밥으로 하는 걸로?,intp,i,n,t,p
574,진짜 힘들었어요,isfj,i,s,f,j
576,마지막 날 드디어,isfj,i,s,f,j
577,공개했어 밥 취향을,isfp,i,s,f,p
578,다들 아무 얘기도 안 하고 있었어 첫날에ㅋㅋ I여서 그런가? 첫날에,infj,i,n,f,j
580,첫날에 우리 꼬들밥으로 할게요 했을 때 아무도 얘기 안 했었잖아요,infj,i,n,f,j
581,밥 꼬들밥이 맛있지,istp,i,s,t,p
582,근데 다들 죽밥 좋아한대요,infj,i,n,f,j
583,왜 말들을 안 했대 당연히 다 꼬들밥 좋아하는 줄 알았지,istp,i,s,t,p
584,말을 안 하니까,istp,i,s,t,p
585,너 안 도와줄 거면서 어슬렁거리지 말고 앉아있어!,enfp,e,n,f,p
586,아니 근데 아니 아니 궁금해 왜 일어난 거야?,enfj,e,n,f,j
587,아 진짜 웃겨 언니,esfj,e,s,f,j
588,무슨 생각을 했어?,enfj,e,n,f,j
591, 그냥 궁금해서,enfp,e,n,f,p
592, 잘 하고 있나?,estp,e,s,t,p
593,도와줄려고 간 거 아니야,enfp,e,n,f,p
594,도와줄려고 갔지 도와줄려고,estp,e,s,t,p
596,근데 할 게 없어,estp,e,s,t,p
597, 할 거 있어 이거 좀 놔줘,enfj,e,n,f,j
598,효율성이 떨어져 거기서 놔,estp,e,s,t,p
599,아 이것 좀 놔줘 빨리,enfj,e,n,f,j
600, 알았어. 아니 이걸 왜 놔달래,estp,e,s,t,p
601,좀 놔줬으면 좋겠어 나 보고 싶어,enfj,e,n,f,j
602, 왜ㅋㅋ 왜 놔달래래라니,enfp,e,n,f,p
603,이왕 놓는 김에 좀 이쁘게 놔 주세요,estj,e,s,t,j
604,처음 보긴 한다 놓는 거,enfj,e,n,f,j
605,가족 시트콤 같아,esfj,e,s,f,j
606,아 나 오늘 왜 이렇게 재밌지?,enfp,e,n,f,p
607,아쉽다 뭔가 다 본연의 자기로 뭔가 다 돌아.. 가고 있는 것 같아서 더 보고 싶다. 아 아쉬워 ,enfp,e,n,f,p
609, 고기를 좀 이상하게 썰었나 봐요,intp,i,n,t,p
610, 제가 좀 이상하게 썬 거 같아요,isfp,i,s,f,p
611,아니 내가 이상하게 썬 거 같은데 앗 뜨거,intp,i,n,t,p
615,물로 씻어 물로,intp,i,n,t,p
616, 눈 실명될 뻔했대 기름 튀어가지고 얼굴에,istp,i,s,t,p
617,아 기름이 팍 튀어버리네,intp,i,n,t,p
618,그거 불 줄이고 가서 눈 물로 씻고 흐르는 물! 흐르는 물에 씻어야 돼,infp,i,n,f,p
619,어 씻었어요 방금 씻었어요,isfp,i,s,f,p
620,괜찮아? 앉아있어,infp,i,n,f,p
621,괜찮아요 아 조심 뒤로 와요,isfp,i,s,f,p
622,괜찮아요 눈에 튀긴 거?,istp,i,s,t,p
629,네. 쥐X까라고 한 거 아니죠?,intp,i,n,t,p
632,잘 먹겠습니다~,estp,e,s,t,p
633, 저 포카리 좀 주세요,esfp,e,s,f,p
634,다 털었다 얘들아,entj,e,n,t,j
635,우와 이걸 어떻게 순식간에,estp,e,s,t,p
636,짱이다 진짜로 대박이야,enfp,e,n,f,p
637,언니 덕분에 정말 많은 음식을 먹고 간다,esfj,e,s,f,j
640,우와 진짜 맛있다,estp,e,s,t,p
641,컨셉 희한하게 잡았는데?,entj,e,n,t,j
642,포인트 자체가 뭔가 너무 특이하다,enfj,e,n,f,j
643,이게 원래 모습인 거잖아,enfp,e,n,f,p
645,점점 나오고 있어,estp,e,s,t,p
646,어 점점 나오는 거지,enfp,e,n,f,p
647,그니까 컨셉.. 생각을 한 거 같아 자기 직전에,entj,e,n,t,j
648,나 내일 진짜 완전 내 모습 보여줘서,entj,e,n,t,j
649,마무.. 마무리해야겠다,enfj,e,n,f,j
650,어 그런데 근데 1타 강사의 모습을,entj,e,n,t,j
651,확실히 찍어줘야겠다 근데 이것조차도 스스로 만족해 하고 맘에 들어 하는 게 꼴뵈기 싫어 지금,entj,e,n,t,j
653,조용한 게 좋다,intp,i,n,t,p
654,오랜만에 I끼리 밥 먹지 않아요 오늘?,istj,i,s,t,j
655,맞아 아니 나는 왜,intp,i,n,t,p
659,첫날 이후로 이렇게 밥 먹은 적 없잖아요,istj,i,s,t,j
660,없는 거 같아요 맨날 넘어가서 점심 먹고 ,infj,i,n,f,j
661,그러네 근데 언니는 계속 여기 계셨죠?,isfp,i,s,f,p
662,저 한 번도 안 움직였어요,istj,i,s,t,j
663,와 진짜 대박이다,isfp,i,s,f,p
664, ISTJ는 여기 한 번... 계속 여기 있는 거구나,intp,i,n,t,p
665, 한 번도 안 움직이고,infp,i,n,f,p
667,저는 한 번도 여기 안 있었어요,infp,i,n,f,p
674,오 마지막은 근데 형이 다 읽었어,estj,e,s,t,j
675,울지 말고 얘기해~,esfp,e,s,f,p
676,야 연기하지 말고 연기하지 말고,enfp,e,n,f,p
677,아 우는 척 해봐,esfp,e,s,f,p
679,또 연기하는 거야?,enfp,e,n,f,p
680,오늘 미션들이 다 맘에 안 드나 보네,entj,e,n,t,j
681,마음에 안 들어 이게 뭐야?,estp,e,s,t,p
682,읽어줘요 읽어줘,enfp,e,n,f,p
683,진짜 맘에 안 든다 ,esfp,e,s,f,p
684,그럼 좀 이따 할까? 10분만 있다 할까?,estp,e,s,t,p
685, 30분... 어 1시까지래매,enfj,e,n,f,j
686,어 그러니까 한 20분이면 하잖아 딱,estp,e,s,t,p
689,식후땡이나 합시다,istp,i,s,t,p
690,어차피 30분밖에 없잖아,intp,i,n,t,p
692,안 했어요 안 했어요,istj,i,s,t,j
694,설거지 제가 할게요,istp,i,s,t,p
695,그럼 지금 짐 정리하고~,entp,e,n,t,p
696,아까 너가 쓸었잖아,enfp,e,n,f,p
698,쓸고 했는데 닦기도 닦아야 되고,estj,e,s,t,j
699,40분까지 내려오자,entp,e,n,t,p
700,얘들아 이거는 그냥~ 그냥 포장한 거고 ,entj,e,n,t,j
702,이거 빌린 거라서 깔끔하게 빠져야 돼가지고 청소해달라를,entj,e,n,t,j
705,감성을 넣어서 표현하신 거야,entj,e,n,t,j
707, 너네 이제 집 갈 시간이니까 이거 에어비엔비 후기 누가~,entj,e,n,t,j
708,1점 받으면 다음에 영향이 있어 그래가지고 다음에 또 방 빌릴 때 안 빌려주니까 좀 잘 좀 부탁한다 이 소리야,entj,e,n,t,j
710,그러네 다~ 음식 다 먹는 것도 그렇고 청소하는 것도 그렇고,enfp,e,n,f,p
711,그냥 이제 깔끔하게,entj,e,n,t,j
712,오늘은 MBTI랑 상관이 없는 거 같은데ㅋㅋ,enfp,e,n,f,p
713,그냥 정리하는 날이네 정리하는 날,enfj,e,n,f,j
714,깔끔하게 안 해주면 너 편집 개 같이 해가지고 진짜 박제시킬 거니까 잘해라 이런 숨은 의도가 있는 거라고,entj,e,n,t,j
715,10분만 있다 하자 10분만,estp,e,s,t,p
716,자기 자리는 알아서 잘 치우세요 여러분들 아시겠죠,entj,e,n,t,j
717,짐 정리 다 했어요?,infp,i,n,f,p
718,나 짐 정리는 한  1분 만에 할 수 있을 거 같은데,intp,i,n,t,p
719,맞아 맞아 그냥 넣기만 하면 되잖아요,isfp,i,s,f,p
720,그냥 대충 쑤셔 넣으면 되잖아,intp,i,n,t,p
721,INFJ 님 짐 정리 어떻게 해요?,isfp,i,s,f,p
722,저요? 저는 다 돼 있을걸요 거의,infj,i,n,f,j
723,나만 어질러져 있어,intp,i,n,t,p
725,나만 나만 어지럽고 깨끗한 거는 INFJ 님 가방이고,intp,i,n,t,p
726,우리의 청소 기준이랑 좀 다를 텐데 J들의 기준이 난 사실…,intp,i,n,t,p
727,난 지금도 깨끗하거든요,infp,i,n,f,p
728,어 난 이미 깨끗하거든,intp,i,n,t,p
729,더 청소할 거 없잖아,istp,i,s,t,p
730,여기서 뭘 청소해야 되는지 모르겠는데,intp,i,n,t,p
732,이미 완벽하게 깨끗한 거 아닌가?,intp,i,n,t,p
734,아~ 이런 거!,intp,i,n,t,p
736,그래 이런 거 치워,intp,i,n,t,p
737,근데 이미 깨끗하잖아,istp,i,s,t,p
739,형 짐 정리 그럼,infj,i,n,f,j
740,할 거 없어 가방 그냥 메고 바로 가면 돼,istp,i,s,t,p
741,형 그럼 좀 쉬세요,infj,i,n,f,j
742,어 환기 좋다잉,entj,e,n,t,j
745,이불만 좀 개 놓고,estj,e,s,t,j
746,머리카락이 장난 아니야,esfj,e,s,f,j
748,난 근데 이미 거의 다 싸놔서 지금,esfj,e,s,f,j
749,헐! 난 한 번도 정리 안 했는데,esfp,e,s,f,p
750,미리 싸놨지 아침에 이거... 우리 자림이 고데기 아니야,esfj,e,s,f,j
751,맞아~ 고마워용,esfp,e,s,f,p
752,할 거 없으시면 이거 하실래요?,infj,i,n,f,j
754,네. 형 여기 여기 먼저 형 여기 먼저 해주세요ㅋㅋ,infj,i,n,f,j
755,제가 좀 할까요?,intp,i,n,t,p
756,굳이 해야 돼?,istp,i,s,t,p
758,굳이 해야 돼?,istp,i,s,t,p
759,청소해야 되나고요? 하라니까 해야 되겠죠?,intp,i,n,t,p
760,안 해도 되잖아,istp,i,s,t,p
761, 네 뭐... 제가 할게요,intp,i,n,t,p
764,하는 척만 하자,istp,i,s,t,p
765, 이거 줘요 제가 제가 제가 할게요,intp,i,n,t,p
766,여기 닦고 있으면 대충 이러고 있으면,intp,i,n,t,p
770,청소 끝! 쉽시다 우리 ,istp,i,s,t,p
771,혹시 제 이거... 로.. 머리 마는 롤 본 적 있는 사람,enfp,e,n,f,p
773,일단 저는 아니에요,estp,e,s,t,p
774, 롤 하고 내가 어디다 놨지?,enfp,e,n,f,p
775,언니 그거 언제 마지막으로 썼,entp,e,n,t,p
776,미안해 여기 있었어,enfp,e,n,f,p
777,그럴 거 같았어,entp,e,n,t,p
779,아 저기 또 있었잖아! 까먹었어,enfp,e,n,f,p
781,언니 방 다 정리했어요? 아 올라가야겠네,isfp,i,s,f,p
782,당신의 짐만 챙기면 됩니다,isfj,i,s,f,j
783,ISFP 님 짐 정리하는 거 구경해도 돼요?,intp,i,n,t,p
785,너무 재밌어 하셨어,isfj,i,s,f,j
786,저걸 어떻게 정리하는 지 궁금해,intp,i,n,t,p
787,"""이게 이게 바로... ISFP 님의 짐인가요?"" 이러면서ㅋㅋ 재밌어 하셨어 ",isfj,i,s,f,j
788,왜 뭐 어때요!,isfp,i,s,f,p
789, 아 근데 우리 우리 방에 쓰레기랑 수건 진짜 많더라고요,isfj,i,s,f,j
